Accession	AJ_F1_1	NOD_M1_1	C_F1_1	P_M1_1	NZO_F1_1	WSB_M1_1	B_F1_1	129_M1_1	B_M2_1	129_F2_1	Pool_1	AJ_F2_2	NOD_M2_2	C_F2_2	P_M2_2	NZO_F2_2	WSB_M2_2	B_F2_2	129_M2_2	NZO_M1_2	WSB_F1_2	Pool_2	AJ_M1_3	NOD_F1_3	C_M1_3	P_F1_3	NZO_M1_3	WSB_F1_3	B_M1_3	129_F1_3	C_F2_3	P_M2_3	Pool_3	AJ_M2_4	NOD_F2_4	C_M2_4	P_F2_4	NZO_M2_4	WSB_F2_4	B_M2_4	129_F2_4	AJ_F1_4	NOD_M1_4	Pool_4
sp|Q9Z1Z0|USO1_MOUSE	4468016	5230283	4733997	5258642	4967730	5230471	4755610	4661962	5009986	3988894	4855452	4572436	2989664	4496165	5701272	4925083	5785865	4946767	4873428	5557555	4219349	4855452	5071236	3896121	5998440	4491468	5640618	4182656	4629697	4280534	4531132	5943350	4855452	5238752	2565950	5723600	4623644	5569167	4340955	5299492	4135231	4561430	5240953	4855452
sp|P57776|EF1D_MOUSE	3755392	4257748	4170744	5365504	4079938	4777084	3776216	4269660	4236395	3581355	4274607	4327636	3447240	3946567	4954236	3735429	5334114	3893625	4381994	3681531	4445196	4274607	3666174	3652305	4494573	4659383	4033393	4504718	3539490	4256384	4330332	5537841	4274607	4361087	2337655	4570392	4729156	4534986	4257319	4278510	4170021	3867801	4653175	4274607
sp|O70133|DHX9_MOUSE	4655376	4137577	4610090	4875254	4090775	3983640	4327173	4314677	3947609	4027723	4348443	4863768	3777488	4420973	4783161	4045256	4668950	3936336	4730625	3952731	3932843	4348443	4619808	3975416	4515229	4712841	4086718	3739255	3961134	4411878	4384117	4816604	4348443	4705675	5566754	4348308	4604689	4196814	3713953	3900004	4008911	4416579	4318844	4348443
sp|Q8VBW8|TTC36_MOUSE	4139288	4442865	4386135	2883131	5286166	4327071	4350942	4075842	2999388	5582939	4209201	3875937	5861164	4352013	2814821	5174175	4060734	3702019	3722323	3988020	5059470	4209201	3661898	6227125	3717441	3670805	3735478	5129052	4837430	4443145	4552909	2552994	4209201	3743659	3366197	3731999	3432085	3738019	5491604	3767265	5742317	4409914	4701184	4209201
sp|Q9WUR9|KAD4_MOUSE	5178491	3451179	3638438	5998726	3664221	4003115	2787888	3645140	2493170	4224672	4034319	4859097	3948945	4452775	4717598	3480060	4346177	2549693	3686551	3490152	5244831	4034319	4907076	2715686	4018723	5987322	3248094	4734117	2645520	3419921	3863042	3801971	4034319	4975047	3059830	4041013	5491937	3902964	3383774	2645909	4160694	4622831	3105168	4034319
sp|Q8C165|P20D1_MOUSE	2430562	2500746	3968568	5364991	6047921	9890134	2797223	4526054	2563463	5043876	4515478	2289050	1201851	3817627	5430543	5390670	5055554	2209069	3900493	4880672	10822959	4515478	2102208	2568064	3613488	5970283	4960678	9384565	2812530	4270416	3913866	5478423	4515478	3043319	1381297	3904337	5848950	5250124	11670946	2771386	4849226	3184858	2549710	4515478
sp|P09528|FRIH_MOUSE	6367531	3788864	1724262	5565074	4592632	2450469	6727699	2510185	1404421	7360803	4265894	5823645	6821990	2432952	4185884	6002177	3186482	1385484	2185945	3233001	9865051	4265894	3008799	6371117	2145890	3557025	3110823	8966523	5245048	4640882	2113915	3781242	4265894	2305716	13668251	1741338	3120472	1241707	11929860	1097520	6147369	3906811	3049993	4265894
sp|Q9DBL1|ACDSB_MOUSE	3041976	5554868	2215606	5255351	3011831	4391357	2759476	4847340	3523264	3163005	3812231	2748512	4467686	2216588	5018898	2844056	3583351	3441613	5248785	3421411	3814810	3812231	3729534	3844411	4290635	3762507	3588855	3802899	3778327	3915975	3390121	3999514	3812231	3785815	3171032	4474449	3586562	3785296	3790752	4237156	3628812	3035815	4386319	3812231
sp|P54775|PRS6B_MOUSE	3828237	4122228	4776264	4462768	3963089	4735935	3835946	4315658	4712222	4361206	4302393	4016708	4082420	4070770	4524363	4151533	4525486	4449952	4458564	4229300	4200155	4302393	4347885	4167229	4552536	4397389	3937179	4084599	4138497	4374786	4378243	4551782	4302393	4224278	3283550	4777502	4856252	4383567	4152597	4549922	4019031	4019044	4179388	4302393
sp|Q99KK7|DPP3_MOUSE	4165875	4649514	3765809	6388471	4688108	4484694	4368179	4187664	4531817	3891863	4577466	4399994	3304711	3651575	6289548	4712537	4959256	4734906	4261090	5266407	4219480	4577466	4671598	4164719	4139645	5054619	4844517	4273762	4218420	4024371	3586697	6561164	4577466	4740542	2896366	4555237	5898497	4978821	4178981	4550671	3780123	4427625	4650900	4577466
sp|P68033|ACTC_MOUSE	4870320	4567430	5100441	4329306	4006775	4754719	4679120	4148851	4652514	4567299	4563834	4690294	4378868	4874814	5684783	3835426	5169851	4022990	4641150	3580018	4491145	4563834	3588783	3686508	5444239	4577001	3581284	4224892	4447097	6036334	4635755	5367668	4563834	4545321	4590794	5260122	3993604	3524516	4638957	4491764	4062339	5290871	4950557	4563834
tr|Q6NXL1|Q6NXL1_MOUSE	4130336	4562564	3806532	4026801	3977365	4454363	4074600	4240446	4387384	3521590	4114054	3739105	2938973	3365023	4448881	3820342	5578925	4077448	4405345	4232544	3536709	4114054	3988217	4383470	4341314	3808760	4681901	3772526	3699923	4097718	3645099	4819058	4114054	4396760	2359702	4114087	3681460	4638825	4080799	4413753	3846664	3986881	4843403	4114054
sp|Q60605|MYL6_MOUSE	4434725	3664840	3602988	3805666	4197424	3451299	4005651	3017349	3201973	3064538	3693504	4050563	4276440	3431775	3779166	3898265	4684293	3406553	2970505	3380569	3342932	3693504	3486473	3376239	3365939	3433954	3246939	3737325	3858521	5179780	3084941	3960337	3693504	3980637	3763166	3785968	3991897	3342903	3708046	3399553	3152562	4179955	3410638	3693504
sp|Q8QZY1|EIF3L_MOUSE	4755672	4789416	4682995	4450089	4674877	5142947	4293140	4571808	4658302	4416361	4643671	4800932	3991764	4606851	5203844	4445945	5565058	4214939	4664578	4453354	4141389	4643671	4894990	4157203	5558376	4251033	5173457	3992957	4167335	4286556	4670953	5356751	4643671	4833684	3758435	5543559	4291477	4653406	4362309	4707364	4329404	4534176	4827489	4643671
sp|Q3ULJ0|GPD1L_MOUSE	6407677	4890876	2011857	2835741	5101637	2839052	4299644	4274693	3369134	4323831	4017141	5314177	4306806	1773688	2487296	4773234	3901752	3789910	4713157	4658614	3943205	4017141	6629543	4903993	2174181	2759984	5340453	4035388	4437073	4439039	1988328	2913359	4017141	5021154	4544447	1971937	3149030	4524007	3184903	3631270	4157544	5665872	4591165	4017141
sp|Q9CQC9|SAR1B_MOUSE	4529193	4977077	4157086	4075958	3939559	4353365	5301472	4700543	4361076	4958478	4495435	4328741	3591798	4065153	4616034	4131747	4408643	5052064	5539755	3629903	4462335	4495435	4477767	4159053	4577640	4590201	3905764	4621256	4748778	4846279	4387218	4518536	4495435	4463999	1873451	4687209	4256961	3869403	5309900	4829102	5222029	4280407	5266290	4495435
sp|Q9Z0S1|BPNT1_MOUSE	3953636	3956664	4895325	3611682	3662034	3914665	3951637	4202069	5100762	3639800	4068010	3585397	2998467	4221384	4189404	3455588	4146599	4686764	5092676	3631302	3551243	4068010	4011298	3722575	4392655	3461517	4276179	3685345	3967750	4634419	4231579	4391810	4068010	4108953	2767307	4495499	3423035	4408646	3777843	4862241	4251564	3870895	4319428	4068010
sp|P62196|PRS8_MOUSE	4683597	4778688	4773534	4465424	4521515	4244425	4775161	4196587	4812321	4355508	4562733	4917454	4374663	5203870	4992749	4819682	4409407	4696937	4023925	4608550	4203812	4562733	4207950	4344484	5148191	4699677	4390011	4324342	4616019	4480755	4792482	4733597	4562733	4604062	4137692	4936903	4903175	3907297	4748820	4729541	4663063	4356424	4495455	4562733
sp|P29391|FRIL1_MOUSE	5694497	4795801	1276017	4154318	4423482	3170562	5636281	2733177	1846611	6693899	4000470	4358557	4638222	1767345	5891101	6243768	2926067	1638038	2190990	3339173	8961622	4000470	2785150	4875155	1726629	2287915	3418542	8975134	5153333	5445743	1673792	3982450	4000470	2282299	7974960	1603009	2379274	1393899	14425470	1176700	5255996	3704320	3168482	4000470
sp|P01029|CO4B_MOUSE_family	4770624	5222904	3557203	3101362	4405974	5521413	4482541	4329691	5411384	3252700	4337684	5660452	1755936	3376967	3108952	4071614	9341334	3941455	3712528	3738287	3059507	4337684	7452822	2525259	5710860	3176067	4324066	3410947	4183265	4749389	3571737	3440334	4337684	8090189	1475902	3674083	3610428	4165571	3384356	4763427	3041207	4688165	5310973	4337684
sp|Q61133|GSTT2_MOUSE	5316702	3779273	2606775	5728726	2695914	2742528	4091235	3812458	3909271	6094723	4069557	5047171	6636773	3548652	6377066	2770259	3042712	3574461	4077761	2973980	3371722	4069557	3998243	3503479	1828049	6461318	2493902	3177326	4335246	4785863	3217505	5908446	4069557	3860400	5441462	2021461	6457821	2062228	3359977	3775350	5457450	5103224	3890992	4069557
sp|Q9WUR2|ECI2_MOUSE	4711278	4321488	3093127	3022599	2681411	2275277	3070684	3442226	3817967	4546859	3461377	4717965	4655553	3285879	5060879	2754721	2739368	3213253	3376639	2672225	2766231	3461377	2919467	3750829	3849935	4180071	2587513	2277039	3291299	3919257	3106908	4562733	3461377	3828212	5979585	3087172	2591281	1810673	2597148	3746034	4153041	4301719	3856986	3461377
sp|Q8BI84|TGO1_MOUSE	4490075	5303973	3120547	4314688	3997369	4417160	4490239	4059781	4390345	4618398	4282658	4546300	4472873	3358226	4712691	3823898	4926400	4366723	4265029	3913170	4124403	4282658	4501968	4325052	4003459	3985206	3898340	4082153	4827804	4788895	3524273	4776248	4282658	4723423	2572255	3879101	3805410	3899465	3910507	4368877	4742822	4646874	5554613	4282658
sp|Q91X72|HEMO_MOUSE	4522117	3505633	2359448	5971214	5254307	5366140	3173005	4212656	6817510	1455614	4292020	2963840	1211793	3058748	6308296	5065009	10515949	3289260	2476310	3116316	3484087	4292020	3960556	2239684	4600375	4342591	3150437	3389519	4422254	6472188	3417600	6398642	4292020	5533073	1295365	2442639	8179498	2995979	3201294	7229568	1686856	4752977	4312112	4292020
sp|Q9QXG4|ACSA_MOUSE	3250668	2560809	2344096	3874737	9813464	2092389	7828193	2891940	6120484	5481014	4495456	3957172	1448316	2560519	2142324	9689610	3238016	7701519	3816198	7343068	3478555	4495456	4010376	2391764	3602226	7139447	7609571	3910466	5491179	5100517	2655317	2612945	4495456	3182234	1062887	3008759	7749111	5316723	5681297	6004750	5837032	3361378	3070268	4495456
sp|Q921X9|PDIA5_MOUSE	5401455	4232931	4083412	3632262	5044225	6100427	3700037	4701200	4337746	4219277	4525966	4832536	4555177	3631528	2944675	4618517	6925193	3889354	4543184	4011956	4262122	4525966	6642884	4480620	3930735	3216842	5278206	4994623	4570550	4636786	3662858	3484701	4525966	6275648	2512698	3962247	3338663	5360826	4884094	4212954	4436874	5321905	4237309	4525966
sp|O54754|AOXA_MOUSE	1888970	4046970	2702494	10257208	854966	2786165	2680060	3472178	4492701	2519062	3758177	2040166	1660925	3089827	14159467	805881	2079304	5062993	4649611	1683625	1852537	3758177	3209553	1548418	4517440	6445127	1578169	1700175	2194019	2640198	1981466	10723348	3758177	3232802	1045092	5832894	8062239	1972351	1958103	4476960	2654902	2096842	4138154	3758177
sp|Q99PV0|PRP8_MOUSE	4422049	3741430	4680122	4523291	3934976	3741172	3907061	3673919	3418958	3964588	4060635	4622395	3656905	5017685	4244602	3948620	4628811	3472262	3744450	3546539	3933142	4060635	4314555	3575466	4127858	4353377	4036586	3633545	3823813	4177363	4485783	3900921	4060635	4591696	4888972	4037178	4221709	3290263	3547378	3436661	3767517	5091571	3742140	4060635
tr|Q91VA7|Q91VA7_MOUSE	3681942	3386509	5069703	2512038	3295992	4685797	3064890	3323363	2657054	3148182	3509650	3610522	6088967	4396252	2802300	2887692	3921959	2483062	3116515	2585420	3659744	3509650	3450808	4823584	3594163	2866971	2665909	3924900	3329098	3352328	4604028	2756224	3509650	3617215	7831113	4001761	2623780	2845192	3297974	2567249	3181646	3641235	3191731	3509650
sp|Q9D9V3|ECHD1_MOUSE	3450317	3690213	1345990	3922188	4358371	3099855	5138879	3802524	4495357	3994982	3649326	3838583	1920451	1648206	3202137	4341421	3366071	5003599	4003492	4227150	4312433	3649326	3523482	3397472	1575258	4166808	4659663	4896087	4538080	4250134	1706075	3525630	3649326	3584538	1346632	1593381	4877772	4077470	5237698	4294599	4195086	3406032	3567530	3649326
sp|Q8BL66|EEA1_MOUSE	4225984	4267942	4504235	4976744	3954210	3750905	4070654	3788261	3998631	3756912	4186243	4613384	3506393	4580984	5647317	4021699	4403550	3757564	3953854	4023072	3615634	4186243	4267054	3140311	4981046	4458273	4130229	3512441	3909961	3611156	4340536	5441355	4186243	4294202	3699051	4998973	4379094	3988353	3657977	3893121	3737943	4333716	4237630	4186243
sp|Q99P30|NUDT7_MOUSE	2165367	6553384	1929936	2306152	2098511	7080040	2334163	7272495	6860353	1748294	3857670	2651445	954049	969515	932224	3014586	5318514	4929377	8060701	5791302	1251388	3857670	10713288	2045458	10082462	339515	7142826	1526833	2045132	2007250	1255819	571556	3857670	5503249	2274772	4781812	1009929	4881748	3203943	6002089	2212515	2393441	6051139	3857670
sp|P58281|OPA1_MOUSE	4292523	4956916	3959578	3869553	3798981	3975945	4087586	4374618	4808987	4675540	4233702	4463836	5103941	4397362	4744203	3868187	3606979	4173645	4105551	3954117	4380947	4233702	3713804	4666825	4320669	4776120	3740393	4011449	4252994	4466593	3935912	4408642	4233702	4102314	4361588	3902787	3758893	3775658	4210538	4688278	4645136	4378261	4808099	4233702
sp|O08677|KNG1_MOUSE	3320090	2993581	3019780	3160481	4414266	3079011	2880383	2884911	4622084	2057820	3241662	2654434	2722559	4883285	3542349	4798814	3289816	2871983	2314215	2346947	3731960	3241662	2280304	1546287	6786175	2478000	2231103	3103182	3486403	4027672	3952678	2933354	3241662	2402091	7338432	4292948	3859325	1753507	2707578	3784475	2191375	2984872	2662887	3241662
sp|Q8VHE0|SEC63_MOUSE	4060013	4903285	3663536	4561964	3837646	5943490	4016966	4909395	4441295	3665171	4389423	4258197	3295490	3484551	5038545	3757133	5428975	4200762	4922850	4361847	4146741	4389423	4611949	3783127	4691260	4187968	4183411	4545815	4089359	4526903	3464348	5588082	4389423	5076341	2770403	4395965	3937366	4426245	4534524	4563426	3865929	4440616	5131128	4389423
sp|Q61207|SAP_MOUSE	5893320	3290761	4619592	4089930	4569727	7197926	3390299	3236164	4294737	3395772	4420983	5368401	4210294	5559452	3795159	5117311	5926794	3069232	2741710	3536823	5915908	4420983	5220469	3686483	3467294	4746191	4678632	5647423	4195218	4423674	3544193	4095721	4420983	4404466	5717657	3877068	4830700	3201180	6984962	4159697	3400896	5146093	3223718	4420983
sp|Q9D2R0|AACS_MOUSE	4200511	4271951	970149	2576509	6377434	1241419	5538667	3075470	5901584	4263156	3698361	4392310	705562	1052794	1572723	6877076	2532445	6561177	4062030	6409940	2483575	3698361	7241774	1554169	1919158	3460467	7713907	2745007	4642823	4077762	1039919	1639840	3698361	4515258	311493	1371680	3198282	5686960	3921594	5379687	3839759	4110467	3976398	3698361
sp|P20152|VIME_MOUSE_family	3886368	2991701	3699221	4016918	5937902	6238855	6133963	2503303	4766153	2656733	4258335	3559402	4287156	2546521	4517158	5090907	5498235	5303135	2797683	3717969	5492961	4258335	2788129	2475996	2445171	3625861	3740388	5716127	6862718	7499558	2725345	4755342	4258335	3666288	3386968	4111278	5104061	3819806	6314024	5244691	3061477	4322711	3394510	4258335
sp|Q9DBL7|COASY_MOUSE	4315713	4687232	3859403	4001246	3719236	3482144	4270005	4352422	4104394	4334763	4103599	4219984	4811740	4140768	3672289	3884667	3566729	4714576	4325883	4303326	3447810	4103599	3984627	5064723	3638220	3858762	4208588	3948178	3942502	4231643	4239873	4039220	4103599	4360595	3846981	4028679	3932309	4357755	3384329	4241750	4219423	4237027	4284147	4103599
sp|P48771|CX7A2_MOUSE	3932308	4200800	4973323	3879292	3035039	4661043	4140480	4180654	3914823	3390607	4050636	4706336	6034246	5107397	4129904	2928434	3680305	3806586	3490331	3300677	4228758	4050636	3760608	5110378	4011744	4525071	3085570	4317216	3830043	3574662	4656170	3674221	4050636	4044186	7672392	4589302	4066598	2639944	4215713	3704794	3540997	3522625	4048272	4050636
sp|O70435|PSA3_MOUSE	3908319	3956699	3425896	3359120	3734544	3772777	4327041	3666350	5381102	3822124	3858048	4138893	3313178	3526686	3696111	4018008	3820570	4454130	3855189	3724885	3917422	3858048	4206698	3611290	4052135	3864627	3665240	3946039	4417602	3759537	3275054	3687906	3858048	3889718	2781429	3742065	4027016	3463387	4130767	4891182	3829909	3682849	3983972	3858048
sp|Q9CZD3|GARS_MOUSE	4560964	4348940	3417463	4391884	4909505	4324417	3764065	4711156	3785205	4402360	4273366	4563174	3371396	3541947	4212099	4723884	4855678	3840391	4292774	4715340	4365707	4273366	4828595	3998428	4349036	3678978	4699969	4148480	4068950	4508234	3785452	4564655	4273366	4434191	3714978	4006503	4200369	4959894	3749181	3954956	4237796	4760775	4263783	4273366
sp|Q922E4|PCY2_MOUSE	3439434	3653046	2804429	3355386	4054990	3025927	4913736	3400667	4771088	4003638	3663642	3245532	2012240	2904948	3256855	4039918	3408965	5648257	3833567	3919151	3826404	3663642	3858484	2745435	3010347	4025374	4310449	3771263	4339078	4119386	3029003	3229939	3663642	3195786	1255442	2990504	4924389	3863226	3973559	4736533	3888156	3326435	3720895	3663642
sp|Q8BTY1|KAT1_MOUSE	2411245	2883444	5259050	8628262	5201013	5472979	2374695	4277305	2818834	3575968	4513182	3059409	1334994	4372340	6833104	6056098	5496015	3173965	4557273	4856327	4789419	4513182	3201461	1875263	6299167	6433401	4544224	4576050	2649138	3332452	4685518	7292764	4513182	3318084	1275116	6830311	8387995	4935076	5452311	3106085	3822608	2552202	3065591	4513182
sp|Q8JZQ2|AFG32_MOUSE	3609715	4213661	4601199	4324055	4153141	4661699	3568365	4530754	3544550	4618421	4196879	3860868	5119755	4600648	4297708	3965548	4239066	3379065	4136945	3847752	4671577	4196879	3378918	4716148	4052388	4513820	3757025	4691529	3735709	4045752	4826667	4409401	4196879	3770707	5972785	4129289	4317681	3995007	4457815	3481099	4546060	3812515	4246965	4196879
sp|Q99KB8|GLO2_MOUSE	4090169	4560392	5230836	4210721	3663176	4553407	4070023	3728153	3763482	3700932	4199244	4278828	4076635	5563630	4718759	4057001	3801523	3941888	3950940	3417106	4643512	4199244	3949053	3992032	5050756	4112874	3652116	4471776	4317510	3475443	4586570	4594407	4199244	3876749	2414156	5285636	4476990	3808829	4641849	4089919	3889816	4041072	4374972	4199244
sp|O08705|NTCP_MOUSE	3430337	3201744	5212762	3315105	4945898	4056276	4549813	4778210	4255975	5388923	4260459	3601934	3337835	5967870	3254949	4406002	4114126	4228431	4614575	3911230	4855759	4260459	3920803	4108456	5298361	3654538	3994184	4597979	4741057	4500517	5448904	2741019	4260459	3635861	2881484	5774957	3016818	4764625	5105131	4654170	5526811	3649385	3401054	4260459
sp|P62911|RL32_MOUSE	4275024	4285447	4605559	4699937	4296411	5104467	3853077	4656935	4123375	3874434	4411144	4475497	2897955	4172583	4670908	4506679	5456605	4087822	4658639	4558723	3954242	4411144	4248805	3813053	5165299	4184871	4588933	4170412	4048244	4531856	4477412	4936044	4411144	4447839	2955156	5163301	4352933	4611816	4367125	4556950	4211859	4395496	4254357	4411144
sp|Q9WU79|PROD_MOUSE	3319225	4059282	3942308	3245152	4680421	5115006	3744702	5725902	4801729	5710492	4320735	2905990	4905705	3434323	3286078	4355958	3679477	4663876	5807452	4110094	4719413	4320735	3320849	4672526	3513363	4789262	4007990	4915471	4177810	6121889	3699893	3798209	4320735	3209647	6421928	3997108	3872768	3933188	5462799	4815961	5654592	3374282	4172729	4320735
sp|Q8C7E7|STBD1_MOUSE	4032232	6101595	2485084	3020144	2824234	3685671	3995096	5634764	5261291	3525299	3964761	4294729	3088465	2260109	2572178	2820813	3543992	5941099	6485296	5079547	1345169	3964761	7179305	3411908	4380247	2316993	5816772	1727334	4726022	4315117	2579905	2768615	3964761	6030611	1516102	4135537	1781721	5117930	1422301	5372543	3577610	3924676	5808376	3964761
sp|Q9JIF7|COPB_MOUSE	4117919	4391187	4542079	4198247	4262434	4602666	4415917	4101570	4736106	4041238	4329083	4332437	3142387	4166617	4673364	4097003	5173732	4118481	4541301	4577079	3928232	4329083	4212610	4109100	5051689	4198950	4355174	3845851	4134226	4360532	4225021	4847235	4329083	4470631	2595625	5123898	3940060	3923706	4350280	5150639	4095328	4113067	4817666	4329083
sp|Q9D6R2|IDH3A_MOUSE	4029001	3750275	5650178	3081660	3827501	5720698	3475556	3974336	2967991	3609125	4040012	4181482	4972399	5293935	3285130	3233566	5279520	2866495	3678572	2713455	4866839	4040012	3796666	5387795	4151638	3425084	2993372	4629406	4024110	3934929	5177165	3199549	4040012	3953416	8395964	4551243	3202052	3425089	3818620	3007242	3719203	4171157	3812838	4040012
