"accessions"	"AJ_F1_1_tmm"	"AJ_F2_2_tmm"	"AJ_M1_3_tmm"	"AJ_M2_4_tmm"	"AJ_F1_4_tmm"	"NOD_M1_1_tmm"	"NOD_M2_2_tmm"	"NOD_F1_3_tmm"	"NOD_F2_4_tmm"	"NOD_M1_4_tmm"	"C_F1_1_tmm"	"C_F2_2_tmm"	"C_M1_3_tmm"	"C_F2_3_tmm"	"C_M2_4_tmm"	"P_M1_1_tmm"	"P_M2_2_tmm"	"P_F1_3_tmm"	"P_M2_3_tmm"	"P_F2_4_tmm"	"NZO_F1_1_tmm"	"NZO_F2_2_tmm"	"NZO_M1_2_tmm"	"NZO_M1_3_tmm"	"NZO_M2_4_tmm"	"WSB_M1_1_tmm"	"WSB_M2_2_tmm"	"WSB_F1_2_tmm"	"WSB_F1_3_tmm"	"WSB_F2_4_tmm"	"B_F1_1_tmm"	"B_M2_1_tmm"	"B_F2_2_tmm"	"B_M1_3_tmm"	"B_M2_4_tmm"	"129_M1_1_tmm"	"129_F2_1_tmm"	"129_M2_2_tmm"	"129_F1_3_tmm"	"129_F2_4_tmm"
"sp|Q8BP67|RL24_MOUSE"	9268565.88927096	9945613.31229253	8270640.22236344	10934472.8166351	9640899.63086229	9395075.36301518	7595047.5432265	8710812.97912782	7471482.44287034	8713877.93874333	10817122.7837464	9988850.40364209	11323791.0621734	9794752.26100985	11915679.6916669	9972879.80725799	10643025.815452	9518865.43067211	11235153.4255748	8990235.92646883	8495453.93867266	9156127.12551007	9474700.54960537	10205578.3256609	9805970.27437716	11791455.5039986	10937967.6370658	8924327.19786242	9398861.08119632	9024225.60296508	8542631.77580607	9607766.35210517	9124871.15475993	9364210.69325033	10150841.6269284	10056911.8400654	8549555.69610134	10061128.7554732	9431655.32632877	8910669.35952208
"sp|P51658|DHB2_MOUSE"	5762813.91744929	7573014.15618809	7027781.80804627	6353525.54744498	5041779.89296421	7786379.24264924	3434833.33559573	5118781.23384871	1504014.90689942	6540082.1846334	23110526.4819805	20088932.3205456	25279340.0586534	15795373.1669241	26073390.1237765	4104757.02158495	7835698.98247221	3241267.18718188	5607422.69692852	4497871.5339622	6632585.43831793	7878312.96534383	5696662.19369499	6188037.55708943	6794944.34320139	11349449.6186865	8794883.93598322	10033448.9325981	8456638.7169847	11294127.7481038	6586190.15087595	6717568.18484705	6057597.24850867	7123502.87230265	5488251.03768826	6191563.92651923	5093524.00959668	8674479.9059338	4580216.9265703	4901555.67009018
"sp|Q9D0R2|SYTC_MOUSE"	7992081.48084664	8221767.75138272	8634568.25521177	8472138.38730803	7855497.27045179	8648326.92369969	4058212.20455411	7095091.08883619	4127262.56587088	8446969.15458702	5497198.93279259	4510760.43826042	6961022.22207151	5286847.8301444	6378953.6648136	7484659.88527551	6521125.92986616	8468496.67066353	7828695.06744308	8492612.16666095	10565371.4175341	10905051.354314	11845257.9358431	13377006.2889032	11471777.682525	8521810.45326591	8456916.84137573	9468278.92611865	10006015.2452816	10091010.8408599	9925961.20304825	10802764.9730534	10571167.3863621	10184262.329666	10895800.1909643	9206136.68443163	8950288.62136308	9511036.18485353	8323696.24581172	8760102.58322541
"sp|P42932|TCPQ_MOUSE"	9558183.68517676	9204459.86450591	9073321.93471847	8757514.81302836	8876641.80313526	8618327.73761996	8075970.36316125	7728391.17928445	7317132.82352017	9271312.82511484	10412055.7982161	10142116.7370383	10702067.8251878	10039427.6008169	10435051.8633543	10101053.2891486	10663334.1508362	10329953.9818014	9896662.21457731	10633871.0108957	9661840.53659871	9615009.48125048	9535847.13690546	9390204.64225103	9692786.1420358	9343277.05432182	8954701.71796138	9951109.10539825	9839576.96935415	10572198.5656565	10268978.1747444	9769991.26953764	10471786.6995024	9890283.42875545	10137566.2850488	9304316.88150251	8915758.5173218	9788127.42777953	9373193.14982639	9691498.31761042
"sp|Q99K51|PLST_MOUSE"	8571020.25181393	8489325.8277433	7492158.06417023	8288194.32397637	8295737.02513311	7816728.57540194	6284289.35066979	6628324.00810192	6406781.00442879	8402902.55201419	11956535.6125165	12987796.569674	10630288.912544	11963223.5328788	11649341.8125896	10971489.2641663	10709738.5226856	9658766.10667446	10379966.9767645	10917250.0640933	9150303.02298161	9592305.49984039	9045700.25232768	8409487.22667422	8884509.23115257	7154030.90284406	8746779.75228829	7917565.28420613	7977010.83066138	8027205.06435646	10107712.5950382	9976833.92478224	12029380.6259263	10930472.5415883	11602623.5663813	8292074.20304267	10158938.9031532	9189294.13030702	10821661.9650344	11167904.0810286
"sp|Q9DBB8|DHDH_MOUSE"	7308400.21767873	7367227.67609815	6968623.71013119	7174261.83864072	7400879.87425016	7381903.61463841	7212122.89702457	6916485.41517887	4717987.15881445	7921234.18360048	8218703.43674544	10159384.7533148	9905374.04828915	9535122.18211615	9523133.90563688	15704684.6595758	14703289.1081859	12282027.7775883	12966160.4385792	13817503.9147951	8396512.81578653	8423086.78202024	9708365.9184291	8709470.27257364	9854727.7697456	5868962.66451859	5944644.44961119	8185249.13910157	7565143.79304504	8689477.55548811	9144888.42773839	8755616.4472617	10327533.3155313	7958424.94697511	8577317.40313507	8146385.47578204	7970157.15208278	8755474.21015081	6217437.36683283	8856877.7509314
"sp|P62281|RS11_MOUSE"	9032342.53871262	9208133.67926233	10699469.8640077	9668971.01165667	8330965.04556643	8906767.71719534	7517668.92475579	9175823.67420815	7226993.33376918	9008669.5298817	10211817.6228749	9730134.69409169	11338091.9363371	9389081.51657331	10474845.2206272	9372768.02573898	9413950.77725643	8535080.68495065	9233071.43535172	10099213.6771603	9359080.72023403	9837320.199163	9820346.85282339	9994409.66263701	10854087.3260138	10682616.9985364	10662005.1552283	8372275.99229324	8821050.42471568	8613821.13581796	8983645.87367268	8432211.47971317	9393812.65477602	9298972.02651234	9664341.8861124	10068716.9899913	8180162.72621621	9255273.57226827	7680629.24357012	8712811.69244155
"sp|P53026|RL10A_MOUSE"	9636605.12369446	10262004.3917036	10237817.0665099	10146674.3081489	8659671.43801781	9699365.64409645	7681377.00360234	10231931.979161	8158206.54285527	9915604.30484504	10082361.3233931	9938576.06325617	11295395.4577076	8694351.68458639	11314477.5559883	10897832.2365732	10142468.1985466	11050766.4687143	9963040.80014441	10473058.723951	9301217.80945366	10033519.2767761	10987742.9200972	10289509.7241009	9453414.58827616	10909543.9277843	10621441.0934587	8192384.56047023	9089321.48689367	9880656.87811688	8855323.97890114	9257786.8924164	9509437.20403408	8518703.00192553	9167898.00470968	10282769.2267354	8608456.46071641	10275219.0593107	8703523.00112461	10249050.6774447
"tr|Q8K154|Q8K154_MOUSE"	9231615.12277724	9482310.0036552	12967145.5326163	11117565.4551062	10154489.6771096	12154799.2713049	9072543.500463	11402639.9968474	4288621.80235058	13053063.7807033	4779117.70485127	4959227.33417575	5770359.0263759	5506021.17206171	6437343.16361629	8479721.94514658	9652230.52770595	10353622.7982887	8862675.77223894	9357447.88778706	8184645.45169742	8100997.73051559	6640887.85535414	8907074.97653305	7649651.09449491	13320868.3875425	9895027.68635021	11880637.4223616	11907136.9832621	12334797.1898646	11409254.9470554	10860352.8902955	11933415.7675569	12120936.4692636	12042092.8016715	12682347.0584827	10600022.733049	13389690.5368907	10173811.4970368	11493903.575628
"sp|Q9D023|MPC2_MOUSE"	9832168.91661526	10647067.8426315	6833815.57279281	6925368.18347095	10158231.2609581	6321861.68626743	11042287.1105919	9761463.60629732	12235836.0408671	6594608.3886878	8249668.3995906	9006337.36439174	5990148.28172483	8442397.08114315	6138603.44141428	8604440.05198693	7688763.11536426	13164373.2952932	7722837.40811473	11922927.6410592	9869754.85782228	9845798.60370583	6161515.57084659	5274973.5642464	6672086.94544096	5449533.14021512	6032353.0761455	10285331.9206194	8902823.48447412	9294590.88862008	9824314.01229365	6560998.37383943	7192669.16995534	9182143.90696234	6118244.79783228	8767143.11032176	11892772.495198	8980896.60189467	9241697.24778241	11303086.2034711
"sp|Q8BGQ7|SYAC_MOUSE"	8921534.32153509	8391329.24558253	10211190.3039101	9748026.98704243	8929764.1871791	8850439.47396577	6011890.73969357	9335513.37810052	5076920.28969927	9063857.53575204	10675721.7079383	10294769.9809793	11986749.7212944	10599232.7655545	11722926.0481812	9782216.3175811	8904623.38749034	7810641.76078842	9082403.56901229	8646276.34018525	11216869.2655033	10626021.9164324	11140528.6267991	11282324.3661681	11923734.9313465	8571532.87177313	9365861.73027959	8829946.22144394	8670823.1770541	8727166.22987976	8734743.70492761	10014004.3532654	11784484.8152886	10588281.8715943	11863589.8756653	10936865.3178319	9150312.7737179	10776480.4273257	8659197.5986901	9628491.59848958
"sp|Q9CZW5|TOM70_MOUSE"	9835489.78348731	10006136.5995471	9126754.2315834	9507891.82562809	9698681.38215409	9625036.90289038	9382269.16777437	11695653.720403	8141915.26481959	9700818.28767487	10258276.4742949	10213140.6377542	10282814.909256	10605349.4735128	9268229.59464473	8423563.2523119	8039258.34322098	9748801.7552738	8134315.7881206	9376279.52388988	10782176.1518292	10630352.4215781	8401865.15074513	8546901.79849201	9774294.81226615	9866038.86480177	9919717.71183972	10815537.5581747	10305282.7684802	10844730.9324582	8350192.48214284	7285144.51899578	7736266.31564245	8511353.57957632	8154626.31835664	10699763.2722532	10474442.1646484	10321676.3015656	9395483.3662138	11135028.0496634
"sp|Q9Z2Z6|MCAT_MOUSE"	9613217.99221857	9383059.34661682	8679613.60709513	9446758.93209913	9867982.01959698	8888656.75040934	10885921.0441295	12048118.5323666	10820319.9546568	9159153.08126078	9780197.76261596	10011269.3764065	7574272.66135108	10403442.9421554	7810374.63280085	7332356.4181788	8195318.807075	9008497.42068309	8416593.31709202	7882260.55262816	9875341.23506585	8967063.41661133	8897283.74539194	9254207.80985235	9597083.36056394	8324711.92143847	8007025.01419724	9041664.56796572	8860346.47339603	8247062.54939459	9095073.95608596	9948207.7660418	10108723.1453085	8577712.12006387	9826510.82177926	9025092.96254861	9062882.76187688	8438174.72064177	8362450.50575642	9266234.17235507
"sp|P80317|TCPZ_MOUSE_family"	9904711.73504472	10168970.294346	10165077.429797	9584972.2599204	9938234.43028772	8542033.24340198	7900779.33271684	7970116.76600437	7020334.65874533	8103004.51372794	9980913.05450035	10898439.9699303	10813423.5093565	10005746.5873988	11423043.5463322	11024400.8954598	10585822.5822389	10695546.3335693	9547244.919399	10750605.406912	10336062.4809808	10832434.1532001	10439818.2143052	10160640.3750453	10606630.609277	9579433.75974268	8905782.90025481	9854577.851957	10508185.3606251	10300248.5200556	10611722.8432133	9486678.95287104	10857533.5546155	10237767.4088112	10160020.6006727	9736558.94681436	9341775.60873796	9501809.71444246	8959101.98605847	9705352.9659881
"sp|P18760|COF1_MOUSE"	9399017.18093767	7928268.10312846	8578620.89640474	9295405.41138417	8114064.1656275	7817585.69500422	5857978.27646623	7121166.66046776	6228310.15538251	7140927.74574242	7251257.89226199	6540454.38843723	6656172.49956286	6386414.85715603	7253647.59559248	5716804.2572064	5777939.5462551	5420239.78756805	5646912.28951771	6053534.70447512	8427453.73463337	8049382.15399412	7589741.15373417	7823035.08009424	8248591.85925134	6888047.74372736	8221222.10838044	7956654.28455822	8507654.96324384	6769263.32129648	7317992.05987325	7599541.38787785	8815598.59836815	8044387.29890642	7954912.72520919	7107366.286788	6661430.19767388	7029351.08685614	9809444.66213314	6792835.36625263
"sp|Q9CXF0|KYNU_MOUSE"	7006423.70305382	7402237.02618737	9235559.77482178	9555854.11823263	7031229.34036097	8361823.10727652	10492592.6336922	12309983.3795156	7061559.5805367	7901084.4720979	11255241.745026	8640835.54266199	10643078.3817128	8984191.15895073	10664584.1575356	12463638.9293433	9807942.95392377	9963288.85110349	9183486.63671439	10955693.2922509	8153378.06264377	7891056.09769283	11707592.8100325	11300784.5786476	14006616.3426323	9332991.83570133	8628083.31786083	7531001.97180537	7356385.19864957	7750305.28854924	7209503.25053161	9713949.11477797	9939527.5726225	6941936.81809443	9164869.63989797	10615347.3820094	6502120.1141985	10301804.5364547	7098564.36944914	6583624.9140989
"sp|P23116|EIF3A_MOUSE"	8952257.72793865	9158645.28995391	10119606.0905742	9516603.23598111	9011473.93174882	9611830.94851189	8432247.04272779	9267674.16047223	8383555.26723274	9679910.83267298	9934660.52374765	9499795.98073201	10854510.7359047	9498462.05708174	10746330.417795	9440924.96995537	10382211.8398892	9158880.41962039	10032671.6160582	8872270.80147895	8992763.4480058	8895256.16035012	9763343.33295404	9817702.58061193	9720036.51305789	10815176.0993755	10192318.3558761	8242328.48896248	8641522.68310714	8939809.17838073	8830144.94040498	9261774.01793825	9232474.94027865	8588725.21540556	9452380.57621147	9598532.65433771	8604767.85132289	9799546.90703691	8306646.85586446	9268855.71241968
"sp|Q91Z53|GRHPR_MOUSE"	9233794.74778914	8679770.31134194	13113121.2804953	12012221.7072064	9364451.88308298	11766524.0914729	7246973.12990482	9664799.55505678	6251093.95691929	11530719.8886931	5113708.32781798	4671871.30148832	7180659.4819464	5414616.61110733	6354991.84578271	10997870.2487467	10503562.5781484	7790873.13210604	13415238.847174	8675057.60449672	7412484.41196152	7942808.13765008	11164807.567274	12207681.5581211	13561413.8771926	11687374.8838584	10849197.9021582	5935380.81462363	7106715.49514193	5654252.21620979	7331209.77866236	11340779.4762914	11151373.6635177	9020462.63610637	11398257.3954281	12563693.0569964	7884613.15287706	12569549.4381117	8860522.87827266	8784188.56289816
"sp|P21981|TGM2_MOUSE"	12779488.2255029	10645842.5970614	10279019.3383664	11849119.8966819	11931815.3505901	7796418.09571252	4304315.57509232	5733034.43729485	4400717.97013202	7351765.46894262	8391868.96798463	7906495.08446305	8049066.62344061	7499315.6655533	7890820.35595357	6131220.72511581	7761287.7602831	6442007.17034041	7777154.72306657	7405408.92769842	10724971.0981824	10318071.0659261	7951777.00367197	8364611.53819298	7247616.69652203	8282423.27759139	15141316.9352337	8285978.4088341	9204712.79252079	10520445.5245481	9516423.15581015	11451855.9847367	7883821.39045683	11076766.5865701	11388445.4934382	7166966.87272603	8182070.10145418	6938203.96390619	14076036.3808112	8265239.18007989
"sp|Q99L20|GSTT3_MOUSE"	9076324.9224357	7074082.62832652	4475754.99333411	5518591.64860938	8463945.20115829	3241561.23812455	6455258.72399329	10700416.694047	10392039.7027655	3159587.73983126	9847988.98072554	14241084.0845121	1556526.75139912	13208911.470864	1923665.60547997	6104010.53142182	4210144.39198332	12732086.8229262	4257122.66718626	15039165.0355317	12744803.9172751	12397415.488077	7347551.40348132	7176605.10504374	7754733.76518105	6062376.86640269	6683998.66686448	17089411.583902	17500598.2053327	16850785.7520032	13446528.5836852	10965751.2511382	9940170.89390561	8970528.91061225	10408228.4090049	5445841.38706522	12085853.8016866	4921722.56245213	7516886.59008094	11732922.8263205
"sp|Q5RJH2|MCTP2_MOUSE"	8330414.14066988	8170495.78891503	8523619.49509502	9219207.79088734	7292849.72310349	139926.501147052	27348.9961311034	368662.939884807	649199.169801896	515465.294878192	7437078.41904778	8716828.48315857	5948204.18069173	7400779.29194174	7146632.24564521	4913227.81751146	3791598.59634153	7412449.85946315	4534967.94456792	7243619.96587337	13196281.7296238	10809685.0112285	9651556.2262758	11990544.9164194	13845932.769134	6142745.99037894	5639516.4390768	12500760.6282096	13208779.4226462	10955361.885837	10676216.6612722	5843769.59092639	7486959.60375563	9398494.28344158	8088389.92319501	9826824.64184306	9855329.52500848	8289263.9708693	6864567.91523507	9044565.98848933
"sp|P62267|RS23_MOUSE"	8845338.54954638	9576023.51169371	10611888.0928688	10254767.9910766	8639528.45682491	8476728.42307191	7538528.42229008	9081110.81347047	6759419.62359584	8092885.60312204	9393130.27145691	9330753.14704519	10504711.2018638	9011865.80187782	10946035.0088647	10684907.5158877	9427364.28348024	9053877.38363287	8811875.57084636	9854226.44817931	9273484.55872309	8888719.65995107	8841776.33320591	9860824.72242504	10809177.3373311	10275824.5995965	10116177.7135382	7567307.37371144	8368125.82672417	7676026.08874312	8148022.35256125	8157035.70412408	9245081.96219752	8646578.33483468	8434359.40437874	9683322.54681418	7549271.15437343	9992276.70839396	7776342.78904486	8401667.59154166
