"accessions"	"CC001_F_1_tmm"	"CC001_F_2_tmm"	"CC001_F_3_tmm"	"CC001_M_1_tmm"	"CC001_M_2_tmm"	"CC001_M_3_tmm"	"CC003_F_1_tmm"	"CC003_F_2_tmm"	"CC003_F_3_tmm"	"CC003_M_1_tmm"	"CC003_M_2_tmm"	"CC003_M_3_tmm"	"CC004_F_1_tmm"	"CC004_F_2_tmm"	"CC004_F_3_tmm"	"CC004_M_1_tmm"	"CC004_M_2_tmm"	"CC004_M_3_tmm"	"CC017_F_1_tmm"	"CC017_F_2_tmm"	"CC017_F_3_tmm"	"CC017_M_1_tmm"	"CC017_M_2_tmm"	"CC017_M_3_tmm"
"sp|Q6PDQ2|CHD4_MOUSE"	2249268.91490771	2362784.44852229	2341687.3160197	2102676.43496873	2047853.66231804	2074368.66280223	2393196.76180972	2124646.73631985	2231503.47930594	2278710.05697017	2133187.10489098	2313209.91386678	2142165.09830092	2270241.73666821	2164431.34571539	2212557.09491612	2345217.8585028	2263846.37636818	2197017.77920316	2230149.92518417	2114827.45404172	2166006.24821607	2261057.37610605	2173280.16791642
"sp|Q9R111|GUAD_MOUSE"	2092418.80191013	1866644.38453175	2053508.08715829	2339201.28578839	2399631.34851617	2723727.25791291	1704559.49726705	2276029.77955036	1840974.28408141	2045274.79392498	1906333.534912	1564879.69075086	2749243.30567968	2562059.86226305	2631771.61981356	2481301.20640718	2469526.67251463	2600303.02573218	2316195.78682462	2062301.13679644	2242956.05979556	1995312.32795363	2263862.38177248	2096275.17252769
"sp|P11609|CD1D1_MOUSE"	2080533.92175745	1825679.72836401	1902477.41537112	2340492.28065587	2479449.22276835	2656600.72940515	1380610.74107028	2186025.74481692	1656131.50618943	2971477.32506249	2679725.73672205	2248615.85984676	2272316.15969331	1820932.09200037	2284415.27202124	2267386.32501977	2036062.81513119	2230816.44443827	1879361.62976988	1953112.35064929	1933550.31336861	1875986.03100128	1950377.13679418	2024059.11235748
"sp|P51863|VA0D1_MOUSE"	2825069.17070245	2672927.93137715	2446109.37134239	2267915.31939972	2028873.32372332	2264650.1823041	2129871.97149635	2040937.87581241	2220883.70944908	2897341.86079914	3013016.96634097	2404503.62394594	1905661.47057762	1907934.69734153	1907804.14257026	1799329.92425611	1833204.57656744	1857400.56118391	2107643.89910689	2144101.58384742	2436452.18295309	2141368.37465718	2223685.15167369	2230784.49074866
"sp|Q03311|CHLE_MOUSE"	1503395.52232436	1429727.60527456	1660234.13088685	2621152.02726462	2732132.24496338	2452444.79877134	2063221.35732107	2466084.69273146	2035939.87036324	1372663.64065173	1276779.26979228	2102808.02755385	2627527.76316509	2280115.38927525	2386786.09213222	2823543.5823715	2955231.64762096	2687459.49892726	2533103.78206573	2608679.07971977	2559284.99876634	1871122.19546916	1948254.48357	1805958.00740557
"sp|Q811D0|DLG1_MOUSE"	2082069.83515412	2089752.45510686	2120689.17855576	2276684.78003109	2351771.54872577	2439703.07792914	1881669.68634635	2623636.79474471	2066412.13822738	2120091.93791701	2000149.62953219	1865245.56287817	2469413.38985941	2007664.38295038	2360213.74827132	2186908.78384716	2329850.0484234	2323833.31287093	2624223.10789068	1989253.63053815	2283479.56935718	2029017.64587153	2215223.38457995	2163545.87497224
"sp|O88967|YMEL1_MOUSE"	2170689.38153302	2221245.03985659	2159830.46504921	2159111.202415	2015909.45068012	2001807.5197217	2286056.5448551	2147221.40066125	2405121.04734486	2296561.31205087	2286178.09887363	2400244.66527948	2172504.94412399	2176144.69896377	2175144.36435096	2091246.28588078	2228899.63731017	2154507.24453824	2296847.22145848	2344217.00831953	2143039.35595419	2276970.99733182	2468544.24206184	2356056.85938149
"sp|P28660|NCKP1_MOUSE"	2219079.01692572	2071550.82052051	2199314.30717178	2327748.33214009	2286062.83004113	2362595.49993109	2069298.5677196	2297673.94507519	2084126.58932615	2056256.17010066	2140820.7473591	2157601.08092355	2189309.66995232	2159778.40564829	2193872.27705359	2169272.03131299	2114680.06486512	2096900.87115386	2190835.99224742	2364504.90802717	2064157.18079691	2084050.76842323	1940332.82926948	2043965.88180749
"sp|Q8K183|PDXK_MOUSE"	2038314.50603835	2234541.45491733	1826227.21153575	1840564.29848724	2543897.49085357	2172010.95442919	2160933.95902015	1837781.79364449	2190221.37236714	2847945.22439424	2244347.56656569	1949093.18288597	1986045.43054958	1798010.13249907	1879549.13110055	1679654.99378076	1932402.34565869	2260880.07879608	2227544.89772871	1520120.09172686	1985659.50777686	2151897.25316669	2697093.51758739	2763944.59007667
"sp|Q62087|PON3_MOUSE"	2082214.47273856	1994750.96631752	1983376.99854136	2142504.84255531	2282409.44277075	2190763.03924419	2617708.482354	2714187.68299677	2479947.12614079	3098746.5579045	2775567.7177745	2654909.72519278	2786888.15897522	2937469.08510174	2643837.88387224	955814.117732355	1234591.31586817	1062018.9335216	3115543.62073437	2930581.57911352	3442501.48651219	1008382.61408683	984501.286677933	1048564.23867915
"sp|Q9CXN7|PBLD2_MOUSE"	2686755.29888346	2656479.09523462	2283475.82369301	2739082.98101929	2635193.78325471	2218263.17120457	832918.453528628	2713100.33472137	1303944.37161278	1340279.19725712	1047074.28294407	1516864.20720662	2596975.0774464	2585691.36665468	2677154.49336969	2688506.76138914	1905407.92322039	2808346.54821652	2803502.41620034	2583559.53933408	2332792.77623527	1824345.38161007	1500499.98330984	1904922.31629629
"sp|Q91WK2|EIF3H_MOUSE"	2197418.80070907	2161863.8537709	2261590.5378015	2021916.82893006	2017293.60032313	1950010.9720632	2236453.34411422	2229530.27376928	2489376.41367741	2198300.71793617	2316959.5050894	2480764.31651182	2168235.31164521	2305485.17699417	2076935.76741155	2011990.09285432	2052706.52501122	1847922.03541442	2392500.21422207	2373895.84673557	2177491.60907996	2307713.73406422	2102729.72647879	2206348.48755032
"sp|Q3V3R4|ITA1_MOUSE"	1766406.67051299	2057928.32515226	2013213.7852093	2357026.74235751	2144077.65541283	2223728.08837734	2101319.46116091	2005957.26711252	1879661.25082208	2082394.67641842	2177336.07040841	2005885.39529472	2321078.95627968	2080851.19372938	2399736.04427633	2619303.43642317	2834902.89392712	2750723.90443065	1937700.37251638	2105508.13509883	2023329.94685798	2092261.40729863	2002459.72604954	2169905.05151241
"sp|O35326|SRSF5_MOUSE"	1945497.51792327	1947879.49151342	2194501.30489675	2231141.52620475	2163683.95382299	2143247.51752389	2318121.79102155	2461398.28525211	2259490.93983497	1847599.7789417	2006334.25124439	2366215.06425323	2147193.03975452	1996721.33030807	2086866.53907919	2239782.64365724	2373920.68914873	2104773.71167606	2367008.3643795	2670079.8689248	2159300.45754519	2180077.51602515	1873308.11408463	2059039.5968703
"sp|Q64674|SPEE_MOUSE"	2197226.93452563	2206084.64137612	2064296.67575687	1786220.92157977	1749094.87912517	1724325.56658663	3047179.46809233	2266698.29654365	3099158.33255069	2813391.88470442	3064280.30379695	3111781.58260427	2038166.6053883	2086895.54031658	1943946.46237162	1375414.94626758	1578877.83757147	1333211.9517988	1898358.32525567	2314653.18313319	1986707.46458227	2385558.9303088	2336662.22564503	2387753.4739528
"sp|Q9D1G1|RAB1B_MOUSE"	2114121.32708005	1985490.84618071	2068086.79544104	2298167.52672848	2170823.30810647	2180083.9850366	2119399.40603655	2034457.23769928	2035556.9504269	1980015.13498137	1871404.36392044	2136831.22688144	1990795.28972751	2191701.8264731	1996564.07459633	1905640.79860921	1952483.51440066	1886939.47509359	1763369.70231125	2123666.119996	1962572.14695393	1932392.2265354	2008051.83309092	1881970.321499
"sp|Q9D1M7|FKB11_MOUSE"	1959580.49578776	2341877.93574039	1541786.43195635	1834355.68107376	1203218.46432808	2075161.75498848	2681527.61855642	1678608.20736091	1834942.13612534	1570998.91646511	2999676.83329967	1645345.38480877	1552991.11128661	1458108.65037529	1733693.53669384	1304666.73722272	1391155.42730518	1663762.44542101	2038885.95765403	1654890.64123945	2209510.83607684	2042489.2491243	2269205.81809875	1984108.20240953
"sp|Q9D358|PPAC_MOUSE"	1926583.44795268	1975184.27921176	1921338.06901783	2133100.98641166	2051633.94774521	2102763.24392129	1922511.44976329	1999122.65792339	1904393.42830872	1873302.4572362	1938095.88704014	2170559.03354222	2171766.95654625	2163788.65578056	2078331.89000804	2189281.71770395	2116861.28339948	2118166.28590459	1772627.40955846	1888690.83661881	1808187.53811455	1945720.86340388	2043240.72864461	1971055.94743896
"sp|P58871|TB182_MOUSE"	2313753.66326816	2240907.02837027	2460238.35575451	2455549.42273993	2686061.81582087	2825914.93954016	1789848.90065472	1715270.70856865	1655350.83164608	1800917.75511755	1763250.73459037	1637488.6714947	1959070.38026215	1835608.89590652	1956716.53954449	2825911.46097933	2778307.20292472	2840053.49312508	1600374.80372271	1743980.32298055	1506545.07293466	2421051.3280303	2389509.72602007	2336480.98369658
"sp|O35593|PSDE_MOUSE"	2126979.31315796	1849224.78208692	1951581.52088794	2002633.32000856	2162323.26434342	1988532.89108637	2106716.30075582	2081241.82796973	2004773.15447895	1900732.6162639	1905251.11183628	2122446.60998969	1906939.5794985	1976306.15834193	1881514.16058281	2114970.56919965	2000509.64110268	2087596.23530033	1957051.07690915	2349408.87911326	2101350.49257608	2219317.81722364	2151928.73012174	2155912.25608225
"sp|Q8K2T1|NMRL1_MOUSE"	1778671.34731596	1701496.3878712	1672467.57702724	1601957.57306146	2009609.33042519	1515357.79205597	4404227.3804053	2795561.81811367	4373128.32493327	1712626.26140656	1905647.87840289	3244154.99299243	1620546.92197236	2043398.81207581	1653236.08953187	1714924.45464994	1716490.21699296	1531091.55785079	1966920.54577205	3020572.92117428	1694570.92619017	2213135.51392531	2431710.14105698	2186218.11413177
"sp|P62331|ARF6_MOUSE"	1973842.5487568	1947431.94862718	2002941.90063229	2112483.13226267	2252187.42040361	2128792.13240572	1731241.20965613	2100012.89293451	1825103.04081182	2084753.54903146	2168865.01279049	1888329.17372212	2260432.42059718	2334090.61139776	2376689.04069466	2298332.53698754	2189311.35643914	2291510.12650585	2668950.15468809	2222782.56830028	2495005.28852963	2073289.56953925	1947152.37496064	2028697.64131914
"sp|Q8R1Q8|DC1L1_MOUSE"	2213343.69393458	2061910.42907952	2169795.19779117	2180019.82117379	2338871.65794649	2291624.72089204	2021640.67750331	2242823.26540507	2182946.82074352	2230197.18294577	2066536.72116184	2148571.9422261	2171188.33150341	2282235.89162656	2176241.39251854	2158313.26264079	2086551.29083211	2002723.71971476	2265768.23406283	2396932.12862096	2318667.43861665	2157070.8491981	2046865.35298804	2030726.12037003
"sp|Q3U4I7|PYRD2_MOUSE"	1248370.92701257	1219004.98041972	1065281.0264025	1457427.47280289	1133230.39855762	1036020.81605276	410634.383371817	2689919.46841748	541178.984418122	627720.866878035	691972.776874618	504739.187358134	3691449.15894337	2919078.8607309	3276536.59155465	3514286.73249932	3331550.33173038	3859177.54691183	3982952.07341618	2699878.06069242	4033461.88478126	2664281.82469853	3196032.40847994	2807736.87582491
"sp|Q9D6U8|F162A_MOUSE"	1837673.64247575	1937654.21103947	1751186.47785457	1947845.86624249	1955561.37934172	1887627.32291437	1242506.11258717	1459457.71956695	1741995.50712139	1901381.70201648	1925520.03245433	1682971.82595424	1707388.80802321	1409528.20580715	1709083.08496104	1868126.80720656	1965876.53041268	1830206.61888934	2242152.31057326	1465508.33816578	1770805.74489556	1708749.11733667	2130782.7671917	2033208.82631665
"sp|Q8K4Z5|SF3A1_MOUSE"	1975019.32801523	2147605.08135561	2050406.90616955	2085006.40530012	2169127.77811233	1977176.73050633	2155424.46350339	2100059.5238547	2202432.16065202	1939127.388851	2101227.28368822	2146369.75788664	2052629.0228177	1982350.50492912	2095447.20267786	2271464.89987203	2264445.93052312	2195932.7036383	2345881.19837194	2073966.29936767	2151223.75858964	2119971.07247548	2088821.07604129	2155675.61690479
"sp|P10605|CATB_MOUSE"	2011928.4781342	2051463.71298128	1967801.24286883	2252328.22166308	2366799.91615176	2062024.01051178	1605170.36255772	2156198.91259195	1586910.15140124	1916348.85584073	1729128.80986221	1841101.09911322	2327095.15935913	2150694.60458821	2401223.15014315	2682624.47371179	2610610.91487589	2709517.07885065	2230328.84088542	1959443.50343537	2238114.77938414	1965405.54744047	1996213.11768599	2090802.39019464
"sp|Q8CHQ9|NT8F2_MOUSE"	2163365.99690049	2354588.52744065	2307816.41054629	1561489.48333333	1575204.94858837	1970315.80389899	1247425.71685958	1861236.0867077	1386317.58910567	3778518.14209828	3675536.68221014	1703220.39881965	2649014.96669685	2368485.24085922	2577150.28407209	1094042.82290128	1131100.90083751	1153912.12735119	3264748.21465036	2071259.14834775	3741784.16406552	1015238.05077784	1227901.17730982	1062466.79035518
"sp|O55234|PSB5_MOUSE"	2522660.51558501	2288539.98011025	2273023.09270845	2258647.85829121	1906578.69081935	1822637.65016536	2005653.29419973	2199738.41473445	2373010.47553999	2425700.50786445	2601050.76624043	2427591.80743179	1763328.26641635	1747033.70325114	1819455.20393777	1903878.5388255	1958030.43472036	1931028.19553796	2169653.21154753	2009503.55417938	2246623.37009608	2314015.17601611	2535132.29147096	2335424.12906502
"sp|Q8C165|P20D1_MOUSE"	2889002.91874122	2625250.13191579	2920694.36028272	3180608.51232773	3500333.16409198	3596139.11196895	1657840.99776921	1903389.37876811	1481948.3663317	1811190.44512721	1826352.16022835	1764496.54387639	2323844.80537541	1930889.18612147	1937685.34927409	1712734.52080512	1581015.80526513	1676385.22627893	1748681.00645483	1788064.02590182	1660254.37970107	1424504.14635383	1437480.85600397	1384985.93507168
"sp|Q60649|CLPB_MOUSE"	2159035.72472962	2289024.89609764	1955530.47921577	2083556.81155456	2100618.76900971	1932040.48534481	1796222.38725719	2206000.73535758	2072246.79963032	1751961.6030182	1788908.00116136	1765769.5673816	2349979.19155254	2024499.30118627	2321997.63737719	1980215.83110866	2002093.21165646	2083108.65518867	2443680.70435702	2025366.69963481	2294216.54920621	2031978.24141282	2192546.6047277	2064576.55253962
"sp|Q9R0P6|SC11A_MOUSE"	2172518.50581515	1971518.91231672	1967311.33090764	1507887.29184937	1692255.16859225	1680431.72802519	2155682.5963637	1642757.50808197	1946446.93812171	2145489.16409265	2094983.2384119	2299326.45852737	1852205.50081568	2109789.03669907	1661221.70162687	1700887.03936764	1797712.34690537	1608400.37054251	1707426.66938843	1791709.72827735	1882210.12323484	2023114.32558699	2125892.90624979	2039408.57222454
"sp|Q9WVQ5|MTNB_MOUSE"	2083672.6557327	1912965.54042146	1985582.55922603	2085722.21490314	1959752.21762911	2127591.5224953	2042582.26020491	1800343.52349173	1827810.3682068	2186047.2454362	2390307.38159956	1918034.88456691	1999250.06045517	1956736.74762041	2147164.39426168	2262345.23076757	2334852.40133974	2165787.71727302	1863277.2190385	1941681.55465934	2058210.86062974	1971910.51792555	2182283.46697371	2234216.76153028
"sp|P39061|COIA1_MOUSE"	2433450.6117186	2292097.89933949	2957343.02830173	2274990.94401331	1735679.93112126	1903957.28956369	2429604.13976727	2321374.11026304	1897527.75729509	1947825.32418689	2527831.79315398	2226938.79365152	2100044.18991427	2111375.8555727	2280522.86130652	1976435.5159444	1982991.08467214	1836410.72635846	2199442.36588632	2407927.82739287	1997676.00734308	1673084.9613896	1720398.50199817	1717014.76605543
"sp|Q9D020|5NT3A_MOUSE"	1765697.25759883	1760405.7385549	1860093.33271266	2681230.33960307	2413047.36289114	2116452.70470148	1610678.97101997	1702699.4364022	1912764.81839408	1648790.49359021	1632480.49675504	1963592.11582523	1634340.87239293	1826170.32240129	1673501.30576771	1947792.47539791	1977774.44349961	2055693.02867377	1659080.38953596	1954089.96310178	1699559.76064304	2029407.82496198	1984420.15769265	2024323.82736956
"sp|Q64378|FKBP5_MOUSE"	2064464.3909475	2207416.99243203	2295693.00322531	1930335.4927778	1807372.05785438	1792534.62935653	2271832.62590304	2378576.47202196	1895995.1503828	1581014.57969182	1665734.83744701	2013251.92139702	2729302.66741954	2772447.03802371	2220128.79393011	2049616.31078365	2183593.39870396	1850968.6680939	2733450.36363736	2364866.22317332	2578710.43447274	1869105.77375744	2108484.96150928	2423132.03369212
"sp|P58735|S26A1_MOUSE"	2259357.14044007	2001825.69436474	2107021.40032586	2290988.28418122	2066633.52315244	1945421.69553877	1836769.6485792	2064680.43274589	1919075.11642497	1819011.13687783	2418605.79704365	2309176.84371021	2182878.48255379	2051079.78799455	2120275.17763169	2057110.21182602	1860457.52107629	1885363.279949	2320135.87387392	2370168.76707487	2256394.24793643	2238552.75284299	2194380.79992235	2279111.02378713
"sp|Q9CQF9|PCYOX_MOUSE"	2388324.66930267	2047044.34377059	2047719.08839808	2224938.19542054	2288038.81562549	2281044.9338224	2166144.51716947	2138414.5155067	2223881.24008879	2099046.4731787	2443857.15496125	2331319.40485096	2021103.04913416	2025792.34001219	1871745.48554622	2029012.12711626	1946559.13219851	1925597.94903983	1876350.94979057	2017801.86720559	2152721.91677702	2329598.51190346	2138484.59658007	2217402.34472137
"sp|P68037|UB2L3_MOUSE"	2050590.98999107	1953414.44779336	1824677.09947103	2151640.13793209	2354119.69781198	2201249.82867934	1942386.79295255	2144534.82378197	2352859.42978574	2076913.30089518	1919279.64401273	2017284.99155358	2129080.25768332	2007623.72135208	2060080.85513613	2202220.12186468	2191344.14595201	2133069.97367174	2433907.49169239	2323804.33010796	2381639.6261794	2080120.18567743	2206007.647878	2158371.89973615
"sp|Q7TQH0|ATX2L_MOUSE"	2200641.16866171	2223851.81366163	2213758.09829334	1955939.69565329	1925416.13569129	1854244.30688464	2285782.44501374	2169430.43619658	2347540.27318815	2107229.42369225	2156489.36990535	2312005.47999009	2062975.82256714	2037208.08373473	2054962.7847337	2039895.06705422	2212722.83991497	2032614.48105671	2160366.62744083	2174297.98179713	2005582.53448439	2220367.23019719	2156638.55346591	2178134.27917958
"sp|P52479|UBP10_MOUSE"	2321506.04100828	2089912.22511427	2157916.74645079	2157992.55166169	1900486.51292219	2047875.83106259	1890035.49736206	2342356.96455604	1575803.61891342	1926946.55435491	1653674.59655605	1671327.13608949	1905779.12077118	1881243.40767788	1997477.04465381	2014460.08749093	2272338.2259771	2175715.71288374	2477006.73922568	2565962.51518933	2642068.20120953	2519352.63109335	2584643.62553209	2628502.75306315
"sp|Q9D1J3|SARNP_MOUSE"	2010164.2931757	2127161.06070042	2179854.65960376	2183761.69737037	2083342.49137766	2096403.87758985	2205015.24548124	2010539.81481508	2208204.70187158	1892286.12017219	1963048.29871976	2150732.05826007	1960424.42703523	1975668.78778858	2015400.74890947	2245712.45067472	2439188.17371134	2259590.6494778	2285162.78850148	2174102.67631273	1988270.24497759	2256981.51690651	2297034.0604852	2181978.66310499
"sp|Q9D1P0|RM13_MOUSE"	2213921.2603432	2067118.37072442	2025029.08383593	2294848.58087342	2246233.87074496	2203627.01540363	2185649.07157657	2320516.73720769	2480719.45618189	1990442.41356338	1897085.39991709	2372181.44740548	1957060.70104681	1794049.69282472	1753282.13021813	1832759.27450776	1786319.6822757	1688245.33206689	1970190.04797338	2551378.62065673	2050903.16594866	2221085.04058497	2220569.8049548	2166381.5342683
"sp|P61750|ARF4_MOUSE"	2362246.61122117	2429576.72056552	2472958.8432782	1837882.92012202	1882004.16961506	1807957.60784028	2344488.59906214	2053011.04496771	2370917.85981038	2814365.97896152	2583779.53588022	2405756.52782678	1867697.89221227	2095711.99136783	1890255.87502782	1917800.69443175	1899410.80096796	1841158.632894	1772904.41350683	2072178.16915491	2102147.49980733	2253966.316149	2186458.15093896	2136265.18810243
"sp|Q9D7N9|APMAP_MOUSE"	2159856.32163726	2076783.05468116	2008883.99688037	2066843.66178364	2275361.79639891	2122704.44455705	2063158.37645137	2022401.02524223	2133242.32953897	2067765.56868913	1963365.52913131	2065342.5434033	2172630.08114805	2212035.67524265	2055735.61963917	2108009.49139652	2082104.31802929	2133878.4092459	2195458.42879114	2206294.44529476	2298615.16749324	2038310.46085022	2017400.85729617	1990205.67206276
"sp|Q9Z1J3|NFS1_MOUSE"	2520205.61236612	2508259.24473881	2419611.06676939	2440338.73300724	2331817.61334826	2455998.5623095	2127572.72622515	1705807.81115049	2068642.90182748	2349669.00544865	2356704.72740096	2399458.17087253	1737944.70238353	1865446.37673858	1674130.86816703	1853744.62394592	2007231.21493682	1803329.94942388	1806301.03625422	1812568.35401163	1846030.30308351	1855782.10099953	2017271.54852431	1852472.64640302
"sp|Q3B7Z2|OSBP1_MOUSE"	2190407.32161577	2238304.92620288	2518555.10260411	2059221.39970363	1937403.2128385	2195187.21884447	2195541.50339156	2289516.71342241	2094381.05541808	2281613.71461229	2259359.78728054	2134311.70119406	1972872.88706043	2065246.28884205	2013803.83564741	1971225.5763773	2041546.82513714	1966556.65099707	2105046.05126684	2257431.93129439	1957967.81463829	2115393.16971194	1847326.99777	1952201.01907861
"sp|Q9JM76|ARPC3_MOUSE"	2267281.70578071	2305498.95908344	2176520.00494602	2254392.12172969	2612284.93365472	2540218.89197008	1948022.2502087	1962643.5010155	2256806.79161289	2458833.68145286	2282959.17011552	1920582.76063407	1996078.85296529	1811743.58732468	1998519.69201613	2076138.16887103	2048417.81096642	2134121.4483682	2187714.08288344	1732873.95110081	2105648.94644081	1826030.20073602	1950909.29212451	1888849.90368791
"sp|Q9R190|MTA2_MOUSE"	2221572.29338129	2401558.10663526	2219970.0288638	2039550.90951964	2029938.62841775	2041907.26377945	1934162.91065729	2038863.85965748	1965273.98951979	2042336.67979385	2004832.20638509	2048959.68200088	2095341.39081376	2099405.08103337	2038385.00540814	2155934.26248527	2090960.91063614	2122862.33053537	2290213.03037085	2016851.38051482	2185315.20438775	2036271.2042299	2166893.73375702	2093208.89030444
"sp|Q9Z1X4|ILF3_MOUSE"	1956256.7831331	2127076.97122284	2068752.76951329	2162951.40991599	2423447.6798929	1836615.50810419	2022837.31402756	1696259.07044742	1955095.55111498	1820243.18917434	1628467.12065503	2031781.18090771	1839361.30832125	1731971.6307011	1910634.03601304	1938395.77865103	2189447.00680315	2014959.06163714	1987268.0365736	1774339.4755006	1905731.52988776	1963341.47026732	2136421.62432752	1920594.64826142
