Accession	CC017_M_1	CC017_F_1	CC004_M_1	CC004_F_1	CC001_M_1	CC001_F_1	CC003_M_1	CC003_F_1	Pool_1	CC017_M_2	CC017_F_2	CC004_M_2	CC004_F_2	CC001_M_2	CC001_F_2	CC003_M_2	CC003_F_2	Pool_2	CC017_M_3	CC017_F_3	CC004_M_3	CC004_F_3	CC001_M_3	CC001_F_3	CC003_M_3	CC003_F_3	Pool_3
sp|Q61598|GDIB_MOUSE	13210081	10501393	12851276	11556731	12874493	14166421	15957990	16458330	13360827	13537865	12399109	13965212	12248356	12639493	14137546	15542302	12097492	13360827	13491399	10946292	13109505	11165246	15297921	15212320	14374776	13205926	13360827
sp|P97328|KHK_MOUSE	15058630	12393358	14368691	10555445	13958744	14027443	12288453	13997665	13363304	14666081	12160963	13124554	11350691	14559995	13798961	13342333	13167952	13363304	14222203	11876650	15085264	11138902	15378315	16691422	11550646	9068861	13363304
sp|P47962|RL5_MOUSE	13498350	14363162	12870393	13012430	11943030	13130716	14239334	14637376	13348035	14249612	12695440	14243658	12444950	11811391	14161241	15236779	12268038	13348035	13942018	14284648	12184039	12456589	12023952	13172061	14538411	14549198	13348035
sp|Q8R086|SUOX_MOUSE	13677910	14199990	13630638	14148893	13245603	12761545	11336764	13291956	13301634	16229424	11692001	14944374	12255531	14061151	13268478	11057144	12840599	13301634	14742282	14775277	14574292	13056579	14305843	10636335	10801152	13998289	13301634
sp|E9PVA8|GCN1_MOUSE	14261832	12714779	11663705	12862641	10510309	12348458	14138327	18581998	13271492	14508308	13229001	13723583	12621375	10674074	11621110	16908275	13041460	13271492	14117520	13029683	11235392	12524143	11371202	11497299	17402445	16214456	13271492
sp|Q5FW57|GLYAL_MOUSE	18468163	10086462	15775946	14243404	7246021	9495193	9780111	16378518	12699936	17106644	10202469	16169879	14925540	10543726	10072049	11786231	10786383	12699936	17101321	10139570	14245793	13872853	8987805	8454821	15335018	15005746	12699936
sp|P70349|HINT1_MOUSE	13477051	10334753	12250274	11072032	11073061	12826491	14219144	15388688	12530105	12867682	12127114	12776558	12654230	10862066	13552888	12779285	12737365	12530105	12601708	11950357	12850459	11448145	12001690	14441557	13049703	11276585	12530105
sp|Q9CXW4|RL11_MOUSE_family	13539755	13174257	11591448	12181578	11572950	12945067	14130427	15422988	12955628	13985814	12494081	13100622	13112698	11542256	13172389	14506483	12161272	12955628	13634467	12706895	11120540	11764047	11182236	13247868	15945185	15037293	12955628
sp|Q922B2|SYDC_MOUSE	13407739	11892699	12329330	11739928	11959084	13759705	13608649	14760776	12850974	13644864	11861121	13374179	12143123	11803283	13126145	14473624	12341083	12850974	13335385	12120811	12477694	11896401	12637814	12657692	13445170	15228673	12850974
sp|A2ATU0|DHTK1_MOUSE	9673878	27999210	10610551	27999557	6945353	8365686	6227765	6551483	13101382	7747672	26347923	8260313	19259687	7866974	6240147	5581323	26260547	13101382	8463527	28254514	9955296	26177727	8141506	7404475	5447442	6123911	13101382
sp|Q80X90|FLNB_MOUSE	11569499	11503915	11710183	11106783	12157937	13132986	17152620	14867466	12799032	12266301	10471659	12682366	10349507	11419582	14555567	19411853	10830096	12799032	12425671	12576365	12896206	11158998	11751542	12521372	15221235	14404038	12799032
sp|P62754|RS6_MOUSE	12717782	15164267	10869526	11596991	10895634	12768762	15130705	14909689	12797407	13755710	11609625	12263907	11999843	11670841	14618206	15367603	11586459	12797407	13731597	12727843	11090505	11511763	10994294	13123464	15334167	14718594	12797407
sp|Q9DCU9|HOGA1_MOUSE	11579963	15685856	13226121	16933997	10710269	10867628	10981440	12538563	12833608	10938690	15444588	11778060	15778455	11502419	11761260	10021724	16247662	12833608	10547521	15197681	12744257	16226505	12131229	11798766	11516677	11924387	12833608
sp|P23492|PNPH_MOUSE	13422291	13101497	14439171	12174876	14441769	13103680	8835342	13183395	12919697	12818709	12586966	14830699	13147302	15576299	13888581	8435040	11680292	12919697	14376889	12287839	14943849	12801466	13582306	13392850	10509982	11090361	12919697
sp|P16332|MUTA_MOUSE	12844146	14703586	14431351	13588378	11829702	10948531	13179915	10103502	12734168	12289439	13394940	13501358	12056252	12336770	10917583	13397707	13641974	12734168	12750185	13929917	14712016	13446733	12522570	11673536	11418521	10427992	12734168
sp|P97371|PSME1_MOUSE	12574025	11013683	14189903	12190018	12574943	11783317	12847432	15629714	12890969	12847097	11384343	14205963	10829405	14026948	13401118	13804801	11686550	12890969	13069600	11830649	15280596	11910017	13281481	12528112	13529017	11317474	12890969
sp|P56395|CYB5_MOUSE	9379665	11489374	10098922	12359314	13421834	14434544	16621800	10094824	12146831	8303617	10761516	6627692	16662402	19429668	13445632	9861319	11367722	12146831	8293826	9424186	7879086	14108257	15176108	11991532	14223281	18381563	12146831
sp|P10639|THIO_MOUSE	12871752	11593280	14135604	12889483	11825586	13105016	13728360	12091273	12728514	12617394	10963762	14468628	13520367	12347134	12232577	14329550	11147475	12728514	12710960	11827380	13852250	13742491	11770472	11280761	14481566	12506589	12728514
sp|P06801|MAOX_MOUSE	12461258	11189704	16188405	11357319	13077357	14852403	16136953	7360611	12761228	13029690	8439940	14872856	9218744	8515467	16881207	22124535	8736995	12761228	13110307	13784257	17081630	12791831	9032931	13020453	12224225	10436064	12761228
sp|P24472|GSTA4_MOUSE	10683924	7767739	16238775	11501094	22310244	17176143	7225464	4408553	12576618	10242090	10765747	13099919	10257743	22301183	15372015	5881620	10246885	12576618	9200611	8122128	14098201	11126739	24035584	20452828	5163638	4911879	12576618
sp|P48758|CBR1_MOUSE	16545051	13408477	15286461	11809001	6914175	6361288	12896745	15201837	12281076	19940167	14483537	15709535	11401671	5989591	5770351	10540667	15739389	12281076	18048148	12881910	15999983	12363151	5465085	7259130	14134280	13343271	12281076
sp|P29341|PABP1_MOUSE_family	13868042	11913766	11569592	11441894	10280795	13373406	14142058	14779564	12501834	13042407	11620368	12657657	12388502	9872539	14154837	15161262	11680718	12501834	12634058	11665749	11028305	11722256	10671466	13659971	15113922	14169926	12501834
sp|Q91Z53|GRHPR_MOUSE	14095341	8728210	10524296	7786096	9291362	13099667	16691313	20421319	12293104	14287446	10350808	10690909	10300937	10112384	14480319	17814505	11213508	12293104	14187860	10305910	9843098	8700301	9276378	13595102	17746720	17027928	12293104
sp|Q5SWU9|ACACA_MOUSE	12896772	9390934	11841621	11465914	12454582	12952887	11466217	17189450	12469448	13663373	13259153	12025885	10859772	10806585	12342808	13930540	13291556	12469448	12066921	9870662	11832996	11469884	12002635	16053811	13463527	13774926	12469448
sp|P48771|CX7A2_MOUSE	12257635	12565072	11454874	11282999	13232070	11357308	12262842	12118115	12179944	13128405	13043995	12885626	10768198	12337674	11425483	10974919	12428586	12179944	13417914	12017273	12070523	11748031	11048973	10531005	13850228	12669844	12179944
sp|P80318|TCPG_MOUSE	13151796	11103823	12240336	10585366	12431097	13355211	12437719	14083546	12387087	13763836	11268657	13313627	10899184	11281475	13345505	13958317	11250352	12387087	13524211	11544083	12238510	11275434	11873626	13369162	12424910	13125434	12387087
sp|Q91X52|DCXR_MOUSE	12471136	12891207	15454891	13571439	12032016	9493595	9857186	9959368	12139997	13935660	12205184	14224258	12013060	13656103	9834295	9628363	10858407	12139997	11891884	12714976	14685475	13527230	14108462	9657945	8754146	11576700	12139997
sp|Q8VBW8|TTC36_MOUSE	10964249	9693678	13809103	12891193	9900845	7747760	9050265	12133061	10965259	12214662	10376423	13398642	9899495	11261999	8271773	10808432	10416596	10965259	12286452	10048421	13138577	12960226	10626310	7751074	10101437	11242025	10965259
sp|Q9QY30|ABCBB_MOUSE	11983897	12624322	12535872	14510186	9268992	9183565	12350564	15783338	12300074	10745762	14141776	12299569	14184535	10552541	8864335	13650211	13960368	12300074	10608024	12402516	12577581	15120627	11090619	10654575	13231864	13039380	12300074
sp|Q9D8W5|PSD12_MOUSE	11559928	13091768	10728621	11327899	11208408	10871899	12262601	11945984	11565158	12515011	11650065	12098045	10737651	10992558	11128818	12480953	10983046	11565158	11933612	11700352	11568486	10515490	10987831	11270777	12418129	12920078	11565158
sp|Q9Z1Q9|SYVC_MOUSE	11763891	11036267	11148229	11285219	12652526	13793313	12895685	13898240	12240775	12515049	9745946	12693057	12147722	12900337	13992174	13938516	9597810	12240775	11370940	11332311	11299182	10835769	12226774	13160235	15128731	12595699	12240775
sp|Q9CZ13|QCR1_MOUSE	13295234	12378658	12426417	12321492	11692167	12952840	11548069	11097959	12170361	12835932	11793103	12456643	12436630	11106840	12394468	12429918	12158630	12170361	12873948	13257128	12295797	12201641	10956210	12281022	11846584	11347670	12170361
sp|O55029|COPB2_MOUSE	11335443	12083265	10774505	10511182	11030301	12489585	15185645	14746078	12129861	11678969	11854567	11636336	10674790	11040760	13482043	15504012	11381650	12129861	11886767	12929052	10943489	10523961	11227746	13043096	13309398	13940593	12129861
sp|Q9D855|QCR7_MOUSE	12720396	13196640	12193703	12112361	11358338	12335776	11397153	10360455	11915800	14520524	10848750	11542173	11921658	11053960	11936375	11285391	12604479	11915800	12639648	12214281	12612868	11497876	10860871	11650062	12184948	10922698	11915800
tr|E9Q616|E9Q616_MOUSE	9595313	10504943	11512161	10667938	17904419	14933569	10232185	10687941	12150751	10540928	11211314	11669838	15233382	11852632	16838083	10383104	10688551	12150751	9593329	12692995	10687826	10352434	13568735	15984508	12064149	11762515	12150751
sp|Q91W64|CP270_MOUSE	20971866	8328527	10750558	7815952	10071415	13278169	10955641	16319091	12128411	16986169	8546125	13765658	8570735	12070877	13984659	14038050	8960983	12128411	16706283	7384359	10681377	7631378	9580074	16149302	14570436	17596623	12128411
sp|Q91VA0|ACSM1_MOUSE	12221885	11547975	11939966	13665321	10593685	10643428	13638888	11475266	11989244	13176674	10709844	12850169	13280843	10043393	11011537	14385860	10589739	11989244	12133924	11591443	12011616	12142560	12027187	12039003	12699925	10737999	11989244
sp|Q8JZU2|TXTP_MOUSE	10805911	13026362	12440805	12114357	11640960	12718958	13945339	8421990	11838196	10948783	9979086	13509465	10387889	12061532	14705377	13293569	9360035	11838196	11158626	15327297	11402812	11321422	13104197	11716168	9614583	10105263	11838196
sp|O35386|PAHX_MOUSE	17340853	11949363	10213925	9454306	10500889	12588321	10904226	9255486	11363671	14026507	10423464	11661822	10841691	11859057	10682545	11702608	9638256	11363671	15083230	13907452	10070320	9151309	10223977	8847133	12638797	11015581	11363671
sp|P70441|NHRF1_MOUSE	13564606	11871705	12966632	11684065	9857812	11204757	12463973	9807868	11627053	13352490	11501401	13521524	9708481	10371089	11253923	11552822	11643593	11627053	13480142	12090713	13536518	11418539	11130583	11450165	9976618	8992815	11627053
sp|P80314|TCPB_MOUSE	13087044	10228091	11892704	10137619	11357307	12396775	12092047	13208663	11731619	13656425	10668133	13456012	9925099	10807819	12460659	12732854	10185833	11731619	13433373	10664734	11718511	10113573	10323928	12568082	13003221	12971695	11731619
sp|P62849|RS24_MOUSE	12491965	11463927	10330346	10978292	10812132	11341812	12373320	13715361	11654680	11029806	12064493	10936212	11869218	11745602	11608480	12388918	11348877	11654680	12554210	12114642	10055969	10037118	10560965	11911175	13742252	12352244	11654680
tr|D3Z2H9|D3Z2H9_MOUSE	10495450	11006414	11646577	9998187	10657219	12266958	14484234	11633445	11405500	11611562	9030489	9533143	10276448	12429719	16747991	12927765	9362798	11405500	11825334	10119805	12572660	10715868	10775592	11677396	12206165	11422725	11405500
sp|P12787|COX5A_MOUSE	13679258	12477879	12997621	11793178	11183752	11617220	10717400	8331504	11569752	7518357	11847456	14655513	17996145	10723309	7721892	9176861	11973484	11569752	13152103	8309457	10154049	12864992	8561681	11164223	15882882	14094064	11569752
sp|P30416|FKBP4_MOUSE	9754091	11722896	10151785	11804784	9788459	10522985	11600176	14712519	11189202	10735432	11677882	11793231	11341686	9555143	9926141	12592368	11942641	11189202	10597071	10589785	10879422	11871459	9966162	10733340	12448444	13519705	11189202
sp|P06745|G6PI_MOUSE	12057973	8976155	10046991	8769518	13907591	13879888	11196410	13421999	11539415	12432050	11649849	9855334	10327373	12159957	13347288	11406444	11503932	11539415	11260163	10726337	10796139	9346080	13077003	14268455	11584584	10837930	11539415
sp|Q91ZA3|PCCA_MOUSE	13326211	12337337	13866344	13674749	9075471	10438245	9299849	9160449	11406573	12692765	12332942	13184496	11994521	9585312	10025592	9003666	12921324	11406573	13202051	12500295	14221024	12845002	9654953	10166384	9008015	8839788	11406573
sp|O55060|TPMT_MOUSE	18914279	6618033	16687979	5105751	4889569	6700976	16332995	17343124	11447846	21499305	6660534	16875993	5990757	7578406	7248060	18024011	6744923	11447846	18572580	6951872	16597842	5566046	5971154	5875711	17959169	18161165	11447846
sp|Q64521|GPDM_MOUSE	14322438	11641201	12613327	10915749	8729080	12121164	10085145	11364039	11343585	13887462	10342224	12508493	11139739	10139059	13047900	9275926	11037220	11343585	13876794	11799414	12896276	11461019	9974321	10726052	9803421	9919071	11343585
sp|Q8VEK3|HNRPU_MOUSE	12428532	9967673	12395088	10128302	10120228	10940940	10920752	13973900	11329430	10706467	10389480	13324985	11020827	10133718	12857925	12052303	9944694	11329430	11175711	10102696	11692145	10907581	11407984	12089892	11582923	11883760	11329430
sp|O70475|UGDH_MOUSE	10615665	12795612	9565485	10529131	8660715	12393384	18262026	8316107	11122600	10335870	9805503	9614355	9489160	8713664	12479533	18930565	9606561	11122600	10785807	14581775	9812760	10703034	9097882	10699000	12550162	10179665	11122600
sp|P68373|TBA1C_MOUSE_family	12314429	9580434	10570110	9818012	10281095	10952955	12510939	15940916	11431869	11883382	10312353	12357223	11176552	10012169	11504100	13385734	10813539	11431869	11889050	10211089	11429687	10471508	10194455	11445973	13348992	13154010	11431869
sp|Q9DBG6|RPN2_MOUSE	10376237	12739543	9942245	11408745	9802528	12098143	13476288	11913548	11292127	11554210	9393916	11603883	11408860	10679239	12457762	13075019	10166326	11292127	10991684	11576711	9945866	10802158	10479157	11633017	12907097	12632051	11292127
sp|Q8BVI4|DHPR_MOUSE	10303543	13406211	13124059	14003551	11032313	9365531	9328691	7334710	11108765	10492429	12012776	12483179	12468571	10155453	9288918	9484286	12306730	11108765	10718331	12411558	13783644	14179599	10106272	10768403	8170245	7342673	11108765
sp|Q6ZWV3|RL10_MOUSE	13124518	10169716	9137370	8977119	9514818	11251357	11682016	14958368	10947441	10930247	10492097	10649760	10278902	9677644	11918157	13599339	10327617	10947441	11721827	10647361	9426946	9491219	9811219	11487789	13266471	12170618	10947441
sp|Q64464|CP3AD_MOUSE	9795577	9504098	10118611	11048021	10920277	12003611	13369170	14090387	11289643	9389848	11164088	9489370	9581122	13435070	15707405	11406681	10246670	11289643	9602163	9037037	9385158	10094378	12925763	15121310	12319253	12228488	11289643
sp|P61979|HNRPK_MOUSE	11614112	11476988	12141591	10500141	9771309	11010531	12097036	12020698	11248168	11629121	9932744	12885813	10711317	10356899	12095060	12277022	9932696	11248168	11677345	10242200	12357610	10544686	10247655	11365788	11943032	12176748	11248168
sp|Q99L04|DHRS1_MOUSE	9771027	10914001	9792130	9831708	11695639	12819448	12560433	11551261	11076636	10188239	9345098	11213844	10375322	10337264	14796633	13455985	8913009	11076636	11070763	11810602	9415782	9997058	11204664	11059139	12521014	11431270	11076636
sp|Q99MZ7|PECR_MOUSE	12437411	10519644	12822973	11711901	9201592	10483681	8999234	11558344	10981460	10830609	13393762	10959335	11762537	10275929	8480493	8534125	13825476	10981460	10931902	9927904	11947490	12502690	9954242	9668594	11856544	11679142	10981460
tr|Q68FG2|Q68FG2_MOUSE	11738554	11916932	11638024	11580887	10054589	10529542	10265014	11910504	11200925	11103565	12567450	11320327	11340303	9820614	10380185	10598220	12816278	11200925	11742305	11543215	10885579	12197507	10190340	10763495	11347928	10719269	11200925
sp|P63101|1433Z_MOUSE	10787873	9570424	11153317	10302349	11477539	10833269	11695157	13262800	11194336	11188361	9058520	12841420	10357447	11054214	11914949	13170772	9290508	11194336	11857487	10082940	12222982	10645748	10650249	10560252	11953606	11862554	11194336
sp|O09174|AMACR_MOUSE	9304384	10883016	8758436	9882149	8813690	10553564	14925542	13478257	10663632	9137932	13483138	8177053	10610906	9152608	8947987	13928252	12350035	10663632	9324413	12225034	9021715	11016743	10118560	8875368	12342320	12999870	10663632
sp|P80315|TCPD_MOUSE	11857571	9690694	10543489	9241561	10395705	11975882	12418666	13553932	11098610	13115932	9712574	12399644	9888107	9573099	12191755	12658100	9539690	11098610	12416454	9744339	11309047	9506905	10315061	11999493	11916234	12500055	11098610
sp|Q9CPR4|RL17_MOUSE	10510450	11219297	9372119	9891336	8657810	10291350	11208480	11699270	10247382	9990284	10278574	10931149	9336847	9089800	9702365	11934362	10384043	10247382	11440070	10511069	9009552	9212276	8338112	10267657	11932317	12190102	10247382
sp|P61255|RL26_MOUSE	12309186	10602240	10376713	10023370	9370002	12221180	12252253	12325968	11038936	12168300	10611853	11190676	10918989	9538606	11748975	12731885	9842679	11038936	12067985	10645580	9907301	9832939	8925020	11745250	13563531	12213278	11038936
sp|Q9WV68|DECR2_MOUSE	11292401	9083723	11557698	10994414	13442239	12944639	9072583	7806728	10798803	8863952	10512040	8904998	11491780	16191709	11005405	7879923	10822734	10798803	8353141	10345864	10395997	11886449	15974097	11565452	8098436	8797898	10798803
sp|Q9DCY0|KEG1_MOUSE	20910403	9120961	6734143	5960096	6117031	13061707	21955678	6242741	10727850	22394128	4109475	10099014	5819469	4055650	10725068	25658652	3957688	10727850	26161262	12554340	7866463	6117098	4027132	6447816	14476694	8278622	10727850
sp|P35979|RL12_MOUSE	9553515	12852608	8477367	9602100	9659186	10646849	13327819	13045253	10749824	10821622	10359477	9977331	10163404	10053555	11478896	13008380	10156531	10749824	11577976	10500977	10182084	10014692	8882023	10748435	12040671	13114579	10749824
sp|Q8BU30|SYIC_MOUSE	11246350	8837907	9274149	8526103	9426475	11693918	13995905	14081363	10734116	11841264	8412233	10975847	9285064	9652047	11944347	15090729	8448493	10734116	11856792	8965636	9984780	8617389	9006495	11407517	14266213	12797043	10734116
sp|O08573|LEG9_MOUSE	11878845	8575598	10762319	8365476	10707963	11840956	11174303	12680144	10700407	10554993	11319884	11191701	9417940	8807741	10590796	11793475	11865523	10700407	10896956	8517892	8844386	8296052	11727986	12786713	13650636	10758699	10700407
sp|Q60930|VDAC2_MOUSE	11392409	11639943	10804424	9386246	10415152	11052220	10584699	10294864	10663080	11396980	10065893	10861347	10205146	10475490	11230542	10103114	10900391	10663080	11533732	10502032	11392274	10293322	9422036	10938355	10881394	10032043	10663080
sp|Q925I1|ATD3A_MOUSE	11198684	11641696	11546815	10847176	10614917	10128585	10842757	9096453	10747130	12462300	8545546	11800534	10057136	11051771	11824338	10936843	9074227	10747130	10968750	10853171	11964613	10464395	11543853	10014653	9297208	10975154	10747130
sp|Q61937|NPM_MOUSE	10340262	9401479	10091060	9006392	9879882	10622719	12275156	14252013	10671063	10455677	10766915	10758265	9369893	9203331	11748938	12813467	10510894	10671063	9853596	9333724	10051100	9209513	9313712	12271595	13528951	12790503	10671063
sp|P20108|PRDX3_MOUSE	10317194	9786273	10312244	10516697	9296329	10374314	10929153	9182738	10045357	10815152	8797663	10714523	10700539	8685763	10508347	11200407	8982792	10045357	10492926	9782666	10562780	10257796	8901202	9839776	10711795	9864682	10045357
sp|Q9CY27|TECR_MOUSE	8785829	10520223	9360357	10912026	9721371	10080985	13272165	11479240	10465328	8704127	11258548	10676916	9671825	8861641	9539835	12775650	11820216	10465328	8139434	11968584	9473460	10281380	11195812	9903401	11205048	11484435	10465328
sp|O09167|RL21_MOUSE	11122549	10217669	9446405	9807018	9115003	10751734	11973871	12134025	10456663	11527946	9318694	9995259	9778497	9507512	12148949	12405087	9292243	10456663	11114004	10037473	9879148	9548546	9409493	10815723	11976881	11263972	10456663
sp|P51855|GSHB_MOUSE	11750552	9620582	11238259	8914553	10660462	10542694	9132075	11811906	10451557	11662531	10587662	11246035	9378617	10661377	12272941	8277016	9961299	10451557	11832494	9706052	11196452	9067792	10553314	11352485	9946073	10082053	10451557
